"municipio_distrito","fecha_informe","casos_confirmados_totales","tasa_incidencia_acumulada_total","codigo_geometria","casos_semanales","tasa_incidencia_semanal","week"
"Madrid-Arganzuela","2020-03-03",0,0,79602,10,6.5,1
"Madrid-Arganzuela","2020-03-10",10,6.5,79602,101,65.67,2
"Madrid-Arganzuela","2020-03-17",111,72.17,79602,265,172.3,3
"Madrid-Arganzuela","2020-03-24",376,244.47,79602,323,210.01,4
"Madrid-Arganzuela","2020-03-31",699,454.48,79602,348,226.26,5
"Madrid-Arganzuela","2020-04-07",1047,680.74,79602,131,85.17,6
"Madrid-Arganzuela","2020-04-14",1178,765.91,79602,190,123.54,7
"Madrid-Arganzuela","2020-04-21",1368,889.45,79602,102,66.3199999999999,8
"Madrid-Arganzuela","2020-04-28",1470,955.77,79602,48,31.21,9
"Madrid-Arganzuela","2020-05-05",1518,986.98,79602,33,21.4499999999999,10
"Madrid-Arganzuela","2020-05-12",1551,1008.43,79602,19,12.36,11
"Madrid-Arganzuela","2020-05-19",1570,1020.79,79602,100,65.01,12
"Madrid-Arganzuela","2020-05-26",1670,1085.8,79602,47,30.5599999999999,13
"Madrid-Arganzuela","2020-06-02",1717,1116.36,79602,14,9.11000000000013,14
"Madrid-Arganzuela","2020-06-09",1731,1125.47,79602,19,12.3499999999999,15
"Madrid-Arganzuela","2020-06-16",1750,1137.82,79602,14,9.10000000000014,16
"Madrid-Arganzuela","2020-06-23",1764,1146.92,79602,7,4.54999999999995,17
"Madrid-Arganzuela","2020-06-30",1771,1151.47,79602,20,13.01,18
"Madrid-Arganzuela","2020-07-07",1791,1164.48,79602,7,4.54999999999995,19
"Madrid-Arganzuela","2020-07-14",1798,1169.03,79602,23,14.95,20
"Madrid-Arganzuela","2020-07-21",1821,1183.98,79602,73,47.47,21
"Madrid-Arganzuela","2020-07-28",1894,1231.45,79602,75,48.76,22
"Madrid-Arganzuela","2020-08-04",1969,1280.21,79602,108,70.22,23
"Madrid-Arganzuela","2020-08-11",2077,1350.43,79602,249,161.89,24
"Madrid-Arganzuela","2020-08-18",2326,1512.32,79602,399,259.43,25
"Madrid-Arganzuela","2020-08-25",2725,1771.75,79602,444,288.68,26
"Madrid-Arganzuela","2020-09-01",3169,2060.43,79602,474,308.18,27
"Madrid-Arganzuela","2020-09-08",3643,2368.61,79602,443,288.04,28
"Madrid-Arganzuela","2020-09-15",4086,2656.65,79602,673,437.57,29
"Madrid-Arganzuela","2020-09-22",4759,3094.22,79602,534,347.2,30
"Madrid-Arganzuela","2020-09-29",5293,3441.42,79602,380,247.06,31
"Madrid-Arganzuela","2020-10-06",5673,3688.48,79602,396,257.48,32
"Madrid-Arganzuela","2020-10-13",6069,3945.96,79602,279,181.4,33
"Madrid-Arganzuela","2020-10-20",6348,4127.36,79602,322,209.360000000001,34
"Madrid-Arganzuela","2020-10-27",6670,4336.72,79602,276,179.45,35
"Madrid-Arganzuela","2020-11-03",6946,4516.17,79602,215,139.79,36
"Madrid-Arganzuela","2020-11-10",7161,4655.96,79602,197,128.08,37
"Madrid-Arganzuela","2020-11-17",7358,4784.04,79602,162,105.33,38
"Madrid-Arganzuela","2020-11-24",7520,4889.37,79602,197,128.09,39
"Madrid-Arganzuela","2020-12-01",7717,5017.46,79602,213,138.49,40
"Madrid-Arganzuela","2020-12-09",7930,5155.95,79602,276,179.45,41
"Madrid-Arganzuela","2020-12-15",8206,5335.4,79602,403,262.02,42
"Madrid-Arganzuela","2020-12-22",8609,5597.42,79602,226,146.94,43
"Madrid-Arganzuela","2020-12-29",8835,5744.36,79602,280,182.05,44
"Madrid-Arganzuela","2021-01-05",9115,5926.41,79602,464,301.690000000001,45
"Madrid-Arganzuela","2021-01-12",9579,6228.1,79602,629,408.96,46
"Madrid-Arganzuela","2021-01-19",10208,6637.06,79602,755,490.889999999999,47
"Madrid-Arganzuela","2021-01-26",10963,7127.95,79602,678,440.820000000001,48
"Madrid-Arganzuela","2021-02-02",11641,7568.77,79602,494,321.19,49
"Madrid-Arganzuela","2021-02-09",12135,7889.96,79602,312,202.86,50
"Madrid-Arganzuela","2021-02-16",12447,8092.82,79602,224,145.639999999999,51
"Madrid-Arganzuela","2021-02-23",12671,8238.46,79602,199,129.390000000001,52
"Madrid-Arganzuela","2021-03-02",12870,8367.85,79602,169,109.879999999999,53
"Madrid-Arganzuela","2021-03-09",13039,8477.73,79602,224,145.640000000001,54
"Madrid-Arganzuela","2021-03-16",13263,8623.37,79602,153,99.4799999999996,55
"Madrid-Arganzuela","2021-03-23",13416,8722.85,79602,273,177.5,56
"Madrid-Arganzuela","2021-03-30",13689,8900.35,79602,206,133.93,57
"Madrid-Arganzuela","2021-04-06",13895,9034.28,79602,360,124.209999999999,58
"Madrid-Arganzuela","2021-04-13",14255,9158.49,79602,325,208.800000000001,59
"Madrid-Arganzuela","2021-04-20",14580,9367.29,79602,328,210.73,60
"Madrid-Arganzuela","2021-04-27",14908,9578.02,79602,263,168.969999999999,61
"Madrid-Arganzuela","2021-05-04",15171,9746.99,79602,226,145.200000000001,62
"Madrid-Arganzuela","2021-05-11",15397,9892.19,79602,165,106.01,63
"Madrid-Arganzuela","2021-05-18",15562,9998.2,79602,154,98.9399999999987,64
"Madrid-Arganzuela","2021-05-25",15716,10097.14,79602,129,82.880000000001,65
"Madrid-Arganzuela","2021-06-01",15845,10180.02,79602,114,73.2399999999998,66
"Madrid-Arganzuela","2021-06-08",15959,10253.26,79602,103,66.1800000000003,67
"Madrid-Arganzuela","2021-06-15",16062,10319.44,79602,101,64.8899999999994,68
"Madrid-Arganzuela","2021-06-22",16163,10384.33,79602,119,76.4500000000007,69
"Madrid-Arganzuela","2021-06-29",16282,10460.78,79602,466,299.4,70
"Madrid-Arganzuela","2021-07-13",16748,10760.18,79602,595,382.27,71
"Madrid-Arganzuela","2021-07-20",17343,11142.45,79602,593,380.99,72
"Madrid-Arganzuela","2021-07-27",17936,11523.44,79602,595,382.269999999999,73
"Madrid-Arganzuela","2021-08-03",18531,11905.71,79602,373,239.640000000001,74
"Madrid-Arganzuela","2021-08-10",18904,12145.35,79602,277,177.969999999999,75
"Madrid-Arganzuela","2021-08-17",19181,12323.32,79602,148,95.0900000000001,76
"Madrid-Arganzuela","2021-08-24",19329,12418.41,79602,161,103.43,77
"Madrid-Arganzuela","2021-08-31",19490,12521.84,79602,99,63.6100000000006,78
"Madrid-Arganzuela","2021-09-07",19589,12585.45,79602,71,45.6099999999988,79
"Madrid-Arganzuela","2021-09-14",19660,12631.06,79602,41,26.3500000000004,80
"Madrid-Arganzuela","2021-09-21",19701,12657.41,79602,32,20.5599999999995,81
"Madrid-Arganzuela","2021-09-28",19733,12677.97,79602,44,28.2600000000002,82
"Madrid-Arganzuela","2021-10-05",19777,12706.23,79602,30,19.2800000000007,83
"Madrid-Arganzuela","2021-10-13",19807,12725.51,79602,31,19.9200000000001,84
"Madrid-Arganzuela","2021-10-19",19838,12745.43,79602,56,35.9699999999993,85
"Madrid-Arganzuela","2021-10-26",19894,12781.4,79602,41,26.3500000000004,86
"Madrid-Arganzuela","2021-11-02",19935,12807.75,79602,123,79.0200000000004,87
"Madrid-Arganzuela","2021-11-16",20058,12886.77,79602,124,79.6700000000001,88
"Madrid-Arganzuela","2021-11-23",20182,12966.44,79602,124,79.6599999999999,89
"Madrid-Arganzuela","2021-11-30",20306,13046.1,79602,171,109.869999999999,90
"Madrid-Arganzuela","2021-12-07",20477,13155.97,79602,313,201.09,91
"Madrid-Arganzuela","2021-12-14",20790,13357.06,79602,1192,765.83,92
"Madrid-Arganzuela","2021-12-21",21982,14122.89,79602,2367,1520.74,93
"Madrid-Arganzuela","2021-12-28",24349,15643.63,79602,1617,1038.88,94
"Madrid-Arganzuela","2022-01-04",25966,16682.51,79602,1886,1211.71,95
"Madrid-Arganzuela","2022-01-11",27852,17894.22,79602,2635,1692.93,96
"Madrid-Arganzuela","2022-01-18",30487,19587.15,79602,1833,1177.65,97
"Madrid-Arganzuela","2022-01-25",32320,20764.8,79602,1116,717.010000000002,98
"Madrid-Arganzuela","2022-02-01",33436,21481.81,79602,1132,727.279999999999,99
"Madrid-Arganzuela","2022-02-08",34568,22209.09,79602,393,252.490000000002,100
"Madrid-Arganzuela","2022-02-15",34961,22461.58,79602,418,268.549999999999,101
"Madrid-Arganzuela","2022-02-22",35379,22730.13,79602,287,184.399999999998,102
"Madrid-Arganzuela","2022-03-01",35666,22914.53,79602,217,139.41,103
"Madrid-Arganzuela","2022-03-08",35883,23053.94,79602,212,136.210000000003,104
"Madrid-Arganzuela","2022-03-15",36095,23190.15,79602,232,149.049999999999,105
"Madrid-Arganzuela","2022-03-22",36327,23339.2,79602,208,133.639999999999,106
"Madrid-Barajas","2020-03-03",0,2.04,79621,10,18.39,1
"Madrid-Barajas","2020-03-10",10,20.43,79621,36,73.55,2
"Madrid-Barajas","2020-03-17",46,93.98,79621,73,149.15,3
"Madrid-Barajas","2020-03-24",119,243.13,79621,72,147.1,4
"Madrid-Barajas","2020-03-31",191,390.23,79621,107,218.62,5
"Madrid-Barajas","2020-04-07",298,608.85,79621,41,83.76,6
"Madrid-Barajas","2020-04-14",339,692.61,79621,40,81.73,7
"Madrid-Barajas","2020-04-21",379,774.34,79621,28,57.2099999999999,8
"Madrid-Barajas","2020-04-28",407,831.55,79621,6,12.25,9
"Madrid-Barajas","2020-05-05",413,843.8,79621,6,12.26,10
"Madrid-Barajas","2020-05-12",419,856.06,79621,3,6.13000000000011,11
"Madrid-Barajas","2020-05-19",422,862.19,79621,25,51.0799999999999,12
"Madrid-Barajas","2020-05-26",447,913.27,79621,3,6.13,13
"Madrid-Barajas","2020-06-02",450,919.4,79621,5,10.21,14
"Madrid-Barajas","2020-06-09",455,929.61,79621,5,10.22,15
"Madrid-Barajas","2020-06-16",460,939.83,79621,4,8.16999999999996,16
"Madrid-Barajas","2020-06-23",464,948,79621,5,10.22,17
"Madrid-Barajas","2020-06-30",469,958.22,79621,12,24.52,18
"Madrid-Barajas","2020-07-07",481,982.74,79621,5,10.21,19
"Madrid-Barajas","2020-07-14",486,992.95,79621,5,10.2199999999999,20
"Madrid-Barajas","2020-07-21",491,1003.17,79621,7,14.3000000000001,21
"Madrid-Barajas","2020-07-28",498,1017.47,79621,20,40.8599999999999,22
"Madrid-Barajas","2020-08-04",518,1058.33,79621,21,42.9100000000001,23
"Madrid-Barajas","2020-08-11",539,1101.24,79621,34,69.46,24
"Madrid-Barajas","2020-08-18",573,1170.7,79621,76,155.28,25
"Madrid-Barajas","2020-08-25",649,1325.98,79621,125,255.39,26
"Madrid-Barajas","2020-09-01",774,1581.37,79621,136,277.86,27
"Madrid-Barajas","2020-09-08",910,1859.23,79621,209,427.01,28
"Madrid-Barajas","2020-09-15",1119,2286.24,79621,211,431.1,29
"Madrid-Barajas","2020-09-22",1330,2717.34,79621,134,273.77,30
"Madrid-Barajas","2020-09-29",1464,2991.11,79621,67,136.89,31
"Madrid-Barajas","2020-10-06",1531,3128,79621,96,196.14,32
"Madrid-Barajas","2020-10-13",1627,3324.14,79621,96,196.14,33
"Madrid-Barajas","2020-10-20",1723,3520.28,79621,65,132.8,34
"Madrid-Barajas","2020-10-27",1788,3653.08,79621,67,136.89,35
"Madrid-Barajas","2020-11-03",1855,3789.97,79621,73,149.15,36
"Madrid-Barajas","2020-11-10",1928,3939.12,79621,60,122.58,37
"Madrid-Barajas","2020-11-17",1988,4061.7,79621,57,116.46,38
"Madrid-Barajas","2020-11-24",2045,4178.16,79621,70,143.02,39
"Madrid-Barajas","2020-12-01",2115,4321.18,79621,35,71.5099999999993,40
"Madrid-Barajas","2020-12-09",2150,4392.69,79621,89,181.830000000001,41
"Madrid-Barajas","2020-12-15",2239,4574.52,79621,96,196.139999999999,42
"Madrid-Barajas","2020-12-22",2335,4770.66,79621,104,212.48,43
"Madrid-Barajas","2020-12-29",2439,4983.14,79621,169,345.29,44
"Madrid-Barajas","2021-01-05",2608,5328.43,79621,218,445.4,45
"Madrid-Barajas","2021-01-12",2826,5773.83,79621,209,427.01,46
"Madrid-Barajas","2021-01-19",3035,6200.84,79621,188,384.099999999999,47
"Madrid-Barajas","2021-01-26",3223,6584.94,79621,150,306.47,48
"Madrid-Barajas","2021-02-02",3373,6891.41,79621,123,251.3,49
"Madrid-Barajas","2021-02-09",3496,7142.71,79621,88,179.79,50
"Madrid-Barajas","2021-02-16",3584,7322.5,79621,65,132.81,51
"Madrid-Barajas","2021-02-23",3649,7455.31,79621,63,128.71,52
"Madrid-Barajas","2021-03-02",3712,7584.02,79621,66,134.849999999999,53
"Madrid-Barajas","2021-03-09",3778,7718.87,79621,72,147.1,54
"Madrid-Barajas","2021-03-16",3850,7865.97,79621,65,132.8,55
"Madrid-Barajas","2021-03-23",3915,7998.77,79621,105,214.529999999999,56
"Madrid-Barajas","2021-03-30",4020,8213.3,79621,113,230.870000000001,57
"Madrid-Barajas","2021-04-06",4133,8444.17,79621,71,-33.3099999999995,58
"Madrid-Barajas","2021-04-13",4204,8410.86,79621,111,222.08,59
"Madrid-Barajas","2021-04-20",4315,8632.94,79621,92,184.059999999999,60
"Madrid-Barajas","2021-04-27",4407,8817,79621,95,190.059999999999,61
"Madrid-Barajas","2021-05-04",4502,9007.06,79621,69,138.050000000001,62
"Madrid-Barajas","2021-05-11",4571,9145.11,79621,78,156.049999999999,63
"Madrid-Barajas","2021-05-18",4649,9301.16,79621,78,156.059999999999,64
"Madrid-Barajas","2021-05-25",4727,9457.22,79621,35,70.0200000000004,65
"Madrid-Barajas","2021-06-01",4762,9527.24,79621,44,88.0300000000007,66
"Madrid-Barajas","2021-06-08",4806,9615.27,79621,28,56.0200000000004,67
"Madrid-Barajas","2021-06-15",4834,9671.29,79621,30,60.0199999999986,68
"Madrid-Barajas","2021-06-22",4864,9731.31,79621,43,86.0300000000007,69
"Madrid-Barajas","2021-06-29",4907,9817.34,79621,132,264.09,70
"Madrid-Barajas","2021-07-13",5039,10081.43,79621,203,406.139999999999,71
"Madrid-Barajas","2021-07-20",5242,10487.57,79621,203,406.130000000001,72
"Madrid-Barajas","2021-07-27",5445,10893.7,79621,156,312.109999999999,73
"Madrid-Barajas","2021-08-03",5601,11205.81,79621,88,176.060000000001,74
"Madrid-Barajas","2021-08-10",5689,11381.87,79621,64,128.039999999999,75
"Madrid-Barajas","2021-08-17",5753,11509.91,79621,47,94.0400000000009,76
"Madrid-Barajas","2021-08-24",5800,11603.95,79621,28,56.0099999999984,77
"Madrid-Barajas","2021-08-31",5828,11659.96,79621,41,82.0300000000007,78
"Madrid-Barajas","2021-09-07",5869,11741.99,79621,46,92.0300000000007,79
"Madrid-Barajas","2021-09-14",5915,11834.02,79621,17,34.0200000000004,80
"Madrid-Barajas","2021-09-21",5932,11868.04,79621,19,38.0099999999984,81
"Madrid-Barajas","2021-09-28",5951,11906.05,79621,21,42.0100000000002,82
"Madrid-Barajas","2021-10-05",5972,11948.06,79621,14,28.0100000000002,83
"Madrid-Barajas","2021-10-13",5986,11976.07,79621,16,32.0100000000002,84
"Madrid-Barajas","2021-10-19",6002,12008.08,79621,11,22.0100000000002,85
"Madrid-Barajas","2021-10-26",6013,12030.09,79621,20,40.0100000000002,86
"Madrid-Barajas","2021-11-02",6033,12070.1,79621,44,88.0299999999988,87
"Madrid-Barajas","2021-11-16",6077,12158.13,79621,39,78.0300000000007,88
"Madrid-Barajas","2021-11-23",6116,12236.16,79621,42,84.0300000000007,89
"Madrid-Barajas","2021-11-30",6158,12320.19,79621,43,86.0299999999988,90
"Madrid-Barajas","2021-12-07",6201,12406.22,79621,112,224.070000000002,91
"Madrid-Barajas","2021-12-14",6313,12630.29,79621,328,656.23,92
"Madrid-Barajas","2021-12-21",6641,13286.52,79621,741,1482.5,93
"Madrid-Barajas","2021-12-28",7382,14769.02,79621,600,1200.41,94
"Madrid-Barajas","2022-01-04",7982,15969.43,79621,566,1132.38,95
"Madrid-Barajas","2022-01-11",8548,17101.81,79621,684,1368.47,96
"Madrid-Barajas","2022-01-18",9232,18470.28,79621,499,998.34,97
"Madrid-Barajas","2022-01-25",9731,19468.62,79621,392,784.27,98
"Madrid-Barajas","2022-02-01",10123,20252.89,79621,477,954.32,99
"Madrid-Barajas","2022-02-08",10600,21207.21,79621,175,350.120000000003,100
"Madrid-Barajas","2022-02-15",10775,21557.33,79621,150,300.099999999999,101
"Madrid-Barajas","2022-02-22",10925,21857.43,79621,98,196.07,102
"Madrid-Barajas","2022-03-01",11023,22053.5,79621,92,184.060000000001,103
"Madrid-Barajas","2022-03-08",11115,22237.56,79621,70,140.049999999999,104
"Madrid-Barajas","2022-03-15",11185,22377.61,79621,93,186.059999999998,105
"Madrid-Barajas","2022-03-22",11278,22563.67,79621,101,202.070000000003,106
"Madrid-Carabanchel","2020-03-03",0,0.79,79611,34,12.64,1
"Madrid-Carabanchel","2020-03-10",34,13.43,79611,166,65.59,2
"Madrid-Carabanchel","2020-03-17",200,79.02,79611,484,191.23,3
"Madrid-Carabanchel","2020-03-24",684,270.25,79611,483,190.83,4
"Madrid-Carabanchel","2020-03-31",1167,461.08,79611,445,175.82,5
"Madrid-Carabanchel","2020-04-07",1612,636.9,79611,257,101.55,6
"Madrid-Carabanchel","2020-04-14",1869,738.45,79611,390,154.09,7
"Madrid-Carabanchel","2020-04-21",2259,892.54,79611,193,76.25,8
"Madrid-Carabanchel","2020-04-28",2452,968.79,79611,101,39.9100000000001,9
"Madrid-Carabanchel","2020-05-05",2553,1008.7,79611,69,27.26,10
"Madrid-Carabanchel","2020-05-12",2622,1035.96,79611,53,20.9400000000001,11
"Madrid-Carabanchel","2020-05-19",2675,1056.9,79611,123,48.5999999999999,12
"Madrid-Carabanchel","2020-05-26",2798,1105.5,79611,50,19.75,13
"Madrid-Carabanchel","2020-06-02",2848,1125.25,79611,35,13.8299999999999,14
"Madrid-Carabanchel","2020-06-09",2883,1139.08,79611,27,10.6700000000001,15
"Madrid-Carabanchel","2020-06-16",2910,1149.75,79611,33,13.04,16
"Madrid-Carabanchel","2020-06-23",2943,1162.79,79611,16,6.31999999999994,17
"Madrid-Carabanchel","2020-06-30",2959,1169.11,79611,32,12.6400000000001,18
"Madrid-Carabanchel","2020-07-07",2991,1181.75,79611,48,18.97,19
"Madrid-Carabanchel","2020-07-14",3039,1200.72,79611,34,13.4300000000001,20
"Madrid-Carabanchel","2020-07-21",3073,1214.15,79611,51,20.1499999999999,21
"Madrid-Carabanchel","2020-07-28",3124,1234.3,NA,169,66.77,22
"Madrid-Carabanchel","2020-08-04",3293,1301.07,79611,396,156.46,23
"Madrid-Carabanchel","2020-08-11",3689,1457.53,79611,753,297.51,24
"Madrid-Carabanchel","2020-08-18",4442,1755.04,79611,830,327.94,25
"Madrid-Carabanchel","2020-08-25",5272,2082.98,79611,1017,401.82,26
"Madrid-Carabanchel","2020-09-01",6289,2484.8,79611,1281,506.12,27
"Madrid-Carabanchel","2020-09-08",7570,2990.92,79611,1270,501.78,28
"Madrid-Carabanchel","2020-09-15",8840,3492.7,79611,1516,598.98,29
"Madrid-Carabanchel","2020-09-22",10356,4091.68,79611,1300,513.630000000001,30
"Madrid-Carabanchel","2020-09-29",11656,4605.31,79611,1395,551.169999999999,31
"Madrid-Carabanchel","2020-10-06",13051,5156.48,79611,656,259.190000000001,32
"Madrid-Carabanchel","2020-10-13",13707,5415.67,79611,516,203.87,33
"Madrid-Carabanchel","2020-10-20",14223,5619.54,79611,597,235.88,34
"Madrid-Carabanchel","2020-10-27",14820,5855.42,79611,437,172.66,35
"Madrid-Carabanchel","2020-11-03",15257,6028.08,79611,359,141.84,36
"Madrid-Carabanchel","2020-11-10",15616,6169.92,79611,411,162.38,37
"Madrid-Carabanchel","2020-11-17",16027,6332.3,79611,262,103.52,38
"Madrid-Carabanchel","2020-11-24",16289,6435.82,79611,242,95.6199999999999,39
"Madrid-Carabanchel","2020-12-01",16531,6531.44,79611,249,98.3800000000001,40
"Madrid-Carabanchel","2020-12-09",16780,6629.82,79611,299,118.13,41
"Madrid-Carabanchel","2020-12-15",17079,6747.95,79611,393,155.28,42
"Madrid-Carabanchel","2020-12-22",17472,6903.23,79611,312,123.27,43
"Madrid-Carabanchel","2020-12-29",17784,7026.5,79611,516,203.87,44
"Madrid-Carabanchel","2021-01-05",18300,7230.37,79611,805,318.06,45
"Madrid-Carabanchel","2021-01-12",19105,7548.43,79611,889,351.25,46
"Madrid-Carabanchel","2021-01-19",19994,7899.68,79611,1143,451.6,47
"Madrid-Carabanchel","2021-01-26",21137,8351.28,79611,919,363.099999999999,48
"Madrid-Carabanchel","2021-02-02",22056,8714.38,79611,762,301.060000000001,49
"Madrid-Carabanchel","2021-02-09",22818,9015.44,79611,514,203.09,50
"Madrid-Carabanchel","2021-02-16",23332,9218.53,79611,373,147.369999999999,51
"Madrid-Carabanchel","2021-02-23",23705,9365.9,79611,278,109.84,52
"Madrid-Carabanchel","2021-03-02",23983,9475.74,79611,258,101.940000000001,53
"Madrid-Carabanchel","2021-03-09",24241,9577.68,79611,259,102.33,54
"Madrid-Carabanchel","2021-03-16",24500,9680.01,79611,239,94.4300000000003,55
"Madrid-Carabanchel","2021-03-23",24739,9774.44,79611,293,115.76,56
"Madrid-Carabanchel","2021-03-30",25032,9890.2,79611,258,101.939999999999,57
"Madrid-Carabanchel","2021-04-06",25290,9992.14,79611,454,-98.9699999999993,58
"Madrid-Carabanchel","2021-04-13",25744,9893.17,79611,506,194.450000000001,59
"Madrid-Carabanchel","2021-04-20",26250,10087.62,79611,530,203.67,60
"Madrid-Carabanchel","2021-04-27",26780,10291.29,79611,449,172.549999999999,61
"Madrid-Carabanchel","2021-05-04",27229,10463.84,79611,356,136.809999999999,62
"Madrid-Carabanchel","2021-05-11",27585,10600.65,79611,307,117.970000000001,63
"Madrid-Carabanchel","2021-05-18",27892,10718.62,79611,250,96.0799999999999,64
"Madrid-Carabanchel","2021-05-25",28142,10814.7,79611,186,71.4699999999993,65
"Madrid-Carabanchel","2021-06-01",28328,10886.17,79611,117,44.9699999999993,66
"Madrid-Carabanchel","2021-06-08",28445,10931.14,79611,162,62.25,67
"Madrid-Carabanchel","2021-06-15",28607,10993.39,79611,102,39.2000000000007,68
"Madrid-Carabanchel","2021-06-22",28709,11032.59,79611,85,32.6599999999999,69
"Madrid-Carabanchel","2021-06-29",28794,11065.25,79611,439,168.709999999999,70
"Madrid-Carabanchel","2021-07-13",29233,11233.96,79611,793,304.740000000002,71
"Madrid-Carabanchel","2021-07-20",30026,11538.7,79611,949,364.689999999999,72
"Madrid-Carabanchel","2021-07-27",30975,11903.39,79611,1037,398.51,73
"Madrid-Carabanchel","2021-08-03",32012,12301.9,79611,811,311.66,74
"Madrid-Carabanchel","2021-08-10",32823,12613.56,79611,584,224.42,75
"Madrid-Carabanchel","2021-08-17",33407,12837.98,79611,418,160.640000000001,76
"Madrid-Carabanchel","2021-08-24",33825,12998.62,79611,392,150.639999999999,77
"Madrid-Carabanchel","2021-08-31",34217,13149.26,79611,297,114.129999999999,78
"Madrid-Carabanchel","2021-09-07",34514,13263.39,79611,195,74.9400000000005,79
"Madrid-Carabanchel","2021-09-14",34709,13338.33,79611,131,50.3400000000001,80
"Madrid-Carabanchel","2021-09-21",34840,13388.67,79611,94,36.1200000000008,81
"Madrid-Carabanchel","2021-09-28",34934,13424.79,79611,71,27.2899999999991,82
"Madrid-Carabanchel","2021-10-05",35005,13452.08,79611,61,23.4400000000005,83
"Madrid-Carabanchel","2021-10-13",35066,13475.52,79611,47,18.0599999999995,84
"Madrid-Carabanchel","2021-10-19",35113,13493.58,79611,68,26.1299999999992,85
"Madrid-Carabanchel","2021-10-26",35181,13519.71,79611,79,30.3600000000006,86
"Madrid-Carabanchel","2021-11-02",35260,13550.07,79611,176,67.6399999999994,87
"Madrid-Carabanchel","2021-11-16",35436,13617.71,79611,109,41.8900000000012,88
"Madrid-Carabanchel","2021-11-23",35545,13659.6,79611,174,66.8599999999988,89
"Madrid-Carabanchel","2021-11-30",35719,13726.46,79611,186,71.4800000000014,90
"Madrid-Carabanchel","2021-12-07",35905,13797.94,79611,347,133.35,91
"Madrid-Carabanchel","2021-12-14",36252,13931.29,79611,1180,453.459999999999,92
"Madrid-Carabanchel","2021-12-21",37432,14384.75,79611,2629,1010.3,93
"Madrid-Carabanchel","2021-12-28",40061,15395.05,79611,2890,1110.6,94
"Madrid-Carabanchel","2022-01-04",42951,16505.65,79611,3242,1245.87,95
"Madrid-Carabanchel","2022-01-11",46193,17751.52,79611,4425,1700.48,96
"Madrid-Carabanchel","2022-01-18",50618,19452,79611,2298,883.099999999999,97
"Madrid-Carabanchel","2022-01-25",52916,20335.1,79611,1569,602.950000000001,98
"Madrid-Carabanchel","2022-02-01",54485,20938.05,79611,1426,548,99
"Madrid-Carabanchel","2022-02-08",55911,21486.05,79611,576,221.350000000002,100
"Madrid-Carabanchel","2022-02-15",56487,21707.4,79611,463,177.93,101
"Madrid-Carabanchel","2022-02-22",56950,21885.33,79611,327,125.66,102
"Madrid-Carabanchel","2022-03-01",57277,22010.99,79611,323,124.129999999997,103
"Madrid-Carabanchel","2022-03-08",57600,22135.12,79611,252,96.8400000000001,104
"Madrid-Carabanchel","2022-03-15",57852,22231.96,79611,320,122.970000000001,105
"Madrid-Carabanchel","2022-03-22",58172,22354.93,79611,236,90.6899999999987,106
"Madrid-Centro","2020-03-03",0,0.74,79601,23,16.32,1
"Madrid-Centro","2020-03-10",23,17.06,79601,85,63.03,2
"Madrid-Centro","2020-03-17",108,80.09,79601,159,117.91,3
"Madrid-Centro","2020-03-24",267,198,79601,181,134.23,4
"Madrid-Centro","2020-03-31",448,332.23,79601,239,177.23,5
"Madrid-Centro","2020-04-07",687,509.46,79601,127,94.18,6
"Madrid-Centro","2020-04-14",814,603.64,79601,164,121.62,7
"Madrid-Centro","2020-04-21",978,725.26,79601,99,73.42,8
"Madrid-Centro","2020-04-28",1077,798.68,79601,35,25.95,9
"Madrid-Centro","2020-05-05",1112,824.63,79601,20,14.83,10
"Madrid-Centro","2020-05-12",1132,839.46,79601,20,14.8399999999999,11
"Madrid-Centro","2020-05-19",1152,854.3,79601,46,34.11,12
"Madrid-Centro","2020-05-26",1198,888.41,79601,15,11.12,13
"Madrid-Centro","2020-06-02",1213,899.53,79601,23,17.0600000000001,14
"Madrid-Centro","2020-06-09",1236,916.59,79601,21,15.5699999999999,15
"Madrid-Centro","2020-06-16",1257,932.16,79601,18,13.35,16
"Madrid-Centro","2020-06-23",1275,945.51,79601,8,5.93000000000006,17
"Madrid-Centro","2020-06-30",1283,951.44,79601,25,18.54,18
"Madrid-Centro","2020-07-07",1308,969.98,79601,22,16.3199999999999,19
"Madrid-Centro","2020-07-14",1330,986.3,79601,14,10.38,20
"Madrid-Centro","2020-07-21",1344,996.68,79601,73,54.13,21
"Madrid-Centro","2020-07-28",1417,1050.81,NA,49,36.3400000000001,22
"Madrid-Centro","2020-08-04",1466,1087.15,79601,137,101.6,23
"Madrid-Centro","2020-08-11",1603,1188.75,79601,200,148.31,24
"Madrid-Centro","2020-08-18",1803,1337.06,79601,321,238.05,25
"Madrid-Centro","2020-08-25",2124,1575.11,79601,417,309.23,26
"Madrid-Centro","2020-09-01",2541,1884.34,79601,554,410.84,27
"Madrid-Centro","2020-09-08",3095,2295.18,79601,522,387.1,28
"Madrid-Centro","2020-09-15",3617,2682.28,79601,666,493.89,29
"Madrid-Centro","2020-09-22",4283,3176.17,79601,537,398.22,30
"Madrid-Centro","2020-09-29",4820,3574.39,79601,380,281.8,31
"Madrid-Centro","2020-10-06",5200,3856.19,79601,308,228.41,32
"Madrid-Centro","2020-10-13",5508,4084.6,79601,289,214.31,33
